,month_normalized,month,countryname,sales_actuals_monthly__vehiclegroup01__orderintake,sales_actuals_monthly__vehiclegroup01__retail,customer_vehicle_relationships__vehiclegroup01__terminated_cars,customer_vehicle_relationships__vehiclegroup01__active_cars,leasing_contracts__vehiclegroup01__end,leasing_contracts__vehiclegroup01__start,sales_flow_monthly__vehiclegroup01__cp8_meanbymonth,sales_flow_monthly__vehiclegroup01__cp8_interpolated_linear,sales_flow_monthly__vehiclegroup01__cp8_fill_zero,sales_stock_monthly__vehiclegroup01__physical_meanbymonth,sales_stock_monthly__vehiclegroup01__physical_interpolated_linear,sales_stock_monthly__vehiclegroup01__physical_fill_zero,sales_stock_monthly__vehiclegroup01__grossall_meanbymonth,sales_stock_monthly__vehiclegroup01__grossall_interpolated_linear,sales_stock_monthly__vehiclegroup01__grossall_fill_zero,sales_stock_monthly__vehiclegroup01__netimporteranddealer_meanbymonth,sales_stock_monthly__vehiclegroup01__netimporteranddealer_interpolated_linear,sales_stock_monthly__vehiclegroup01__netimporteranddealer_fill_zero,leads__vehiclegroup01__won_meanbymonth,leads__vehiclegroup01__won_interpolated_linear,leads__vehiclegroup01__won_fill_zero,leads__vehiclegroup01__first_touch_point_meanbymonth,leads__vehiclegroup01__first_touch_point_interpolated_linear,leads__vehiclegroup01__first_touch_point_fill_zero,leads__vehiclegroup01__lost_meanbymonth,leads__vehiclegroup01__lost_interpolated_linear,leads__vehiclegroup01__lost_fill_zero,premises__vehiclegroup01__flag_order_start_meanbymonth,premises__vehiclegroup01__flag_order_start_interpolated_linear,premises__vehiclegroup01__flag_order_start_fill_zero,premises__vehiclegroup01__in_sales_meanbymonth,premises__vehiclegroup01__in_sales_interpolated_linear,premises__vehiclegroup01__in_sales_fill_zero,premises__vehiclegroup01__flag_production_start_meanbymonth,premises__vehiclegroup01__flag_production_start_interpolated_linear,premises__vehiclegroup01__flag_production_start_fill_zero,premises__vehiclegroup01__in_production_meanbymonth,premises__vehiclegroup01__in_production_interpolated_linear,premises__vehiclegroup01__in_production_fill_zero,quota__vehiclegroup01__aq_meanbymonth,quota__vehiclegroup01__aq_interpolated_linear,quota__vehiclegroup01__aq_fill_zero
178,11,179,Country A,231.0,256.0,213.0,411.0,235.0,222.0,325.0,325.0,325.0,559.0,559.0,559.0,656.0,656.0,656.0,937.0,937.0,937.0,358.0,358.0,358.0,107.0,107.0,107.0,113.0,113.0,113.0,0.0,0.0,0.0,528.0,528.0,528.0,0.0,0.0,0.0,487.0,487.0,487.0,336.0,336.0,336.0
179,0,180,Country A,212.0,284.0,211.0,384.0,292.0,370.0,275.0,275.0,275.0,705.0,705.0,705.0,720.0,720.0,720.0,1000.0,1000.0,1000.0,339.0,339.0,339.0,83.0,83.0,83.0,78.0,78.0,78.0,0.0,0.0,0.0,528.0,528.0,528.0,0.0,0.0,0.0,487.0,487.0,487.0,295.0,295.0,295.0
180,1,181,Country A,344.0,286.0,222.0,428.0,180.0,89.0,186.0,186.0,186.0,724.0,724.0,724.0,703.0,703.0,703.0,998.0,998.0,998.0,445.0,445.0,445.0,126.0,126.0,126.0,102.0,102.0,102.0,167.0,167.0,167.0,556.0,556.0,556.0,0.0,0.0,0.0,487.0,487.0,487.0,192.0,192.0,192.0
181,2,182,Country A,371.0,268.0,233.0,455.0,195.0,128.0,349.0,349.0,349.0,840.0,840.0,840.0,844.0,844.0,844.0,968.0,968.0,968.0,512.0,512.0,512.0,141.0,141.0,141.0,125.0,125.0,125.0,0.0,0.0,0.0,556.0,556.0,556.0,200.0,200.0,200.0,538.0,538.0,538.0,333.0,333.0,333.0
182,3,183,Country A,1000.0,692.0,365.0,960.0,342.0,251.0,280.0,280.0,280.0,675.0,675.0,675.0,653.0,653.0,653.0,602.0,602.0,602.0,1000.0,1000.0,1000.0,220.0,220.0,220.0,165.0,165.0,165.0,167.0,167.0,167.0,583.0,583.0,583.0,0.0,0.0,0.0,538.0,538.0,538.0,293.0,293.0,293.0
183,4,184,Country A,464.0,560.0,306.0,662.0,376.0,345.0,314.0,314.0,314.0,622.0,622.0,622.0,576.0,576.0,576.0,559.0,559.0,559.0,622.0,622.0,622.0,157.0,157.0,157.0,122.0,122.0,122.0,0.0,0.0,0.0,583.0,583.0,583.0,0.0,0.0,0.0,538.0,538.0,538.0,324.0,324.0,324.0
184,5,185,Country A,416.0,628.0,259.0,568.0,368.0,321.0,296.0,296.0,296.0,451.0,451.0,451.0,440.0,440.0,440.0,497.0,497.0,497.0,531.0,531.0,531.0,136.0,136.0,136.0,118.0,118.0,118.0,0.0,0.0,0.0,583.0,583.0,583.0,400.0,400.0,400.0,641.0,641.0,641.0,271.0,271.0,271.0
185,6,186,Country A,412.0,431.0,295.0,573.0,383.0,439.0,401.0,401.0,401.0,533.0,533.0,533.0,522.0,522.0,522.0,534.0,534.0,534.0,534.0,534.0,534.0,135.0,135.0,135.0,129.0,129.0,129.0,0.0,0.0,0.0,583.0,583.0,583.0,0.0,0.0,0.0,641.0,641.0,641.0,425.0,425.0,425.0
186,7,187,Country A,452.0,623.0,274.0,590.0,366.0,367.0,474.0,474.0,474.0,659.0,659.0,659.0,547.0,547.0,547.0,586.0,586.0,586.0,585.0,585.0,585.0,145.0,145.0,145.0,117.0,117.0,117.0,0.0,0.0,0.0,583.0,583.0,583.0,0.0,0.0,0.0,641.0,641.0,641.0,500.0,500.0,500.0
187,8,188,Country A,231.0,338.0,283.0,437.0,302.0,282.0,9.0,9.0,9.0,422.0,422.0,422.0,339.0,339.0,339.0,428.0,428.0,428.0,404.0,404.0,404.0,100.0,100.0,100.0,94.0,94.0,94.0,0.0,0.0,0.0,583.0,583.0,583.0,0.0,0.0,0.0,641.0,641.0,641.0,21.0,21.0,21.0
188,9,189,Country A,40.0,58.0,262.0,384.0,328.0,219.0,337.0,337.0,337.0,447.0,447.0,447.0,405.0,405.0,405.0,356.0,356.0,356.0,345.0,345.0,345.0,115.0,115.0,115.0,85.0,85.0,85.0,667.0,667.0,667.0,694.0,694.0,694.0,400.0,400.0,400.0,744.0,744.0,744.0,338.0,338.0,338.0
189,10,190,Country A,271.0,424.0,320.0,472.0,355.0,263.0,249.0,249.0,249.0,419.0,419.0,419.0,354.0,354.0,354.0,305.0,305.0,305.0,428.0,428.0,428.0,143.0,143.0,143.0,96.0,96.0,96.0,1000.0,1000.0,1000.0,861.0,861.0,861.0,0.0,0.0,0.0,744.0,744.0,744.0,261.0,261.0,261.0
190,11,191,Country A,189.0,300.0,265.0,400.0,321.0,197.0,364.0,364.0,364.0,432.0,432.0,432.0,491.0,491.0,491.0,505.0,505.0,505.0,367.0,367.0,367.0,110.0,110.0,110.0,78.0,78.0,78.0,0.0,0.0,0.0,861.0,861.0,861.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,303.0,303.0,303.0
191,0,192,Country A,334.0,247.0,227.0,490.0,347.0,246.0,304.0,304.0,304.0,787.0,787.0,787.0,605.0,605.0,605.0,354.0,354.0,354.0,467.0,467.0,467.0,126.0,126.0,126.0,81.0,81.0,81.0,667.0,667.0,667.0,972.0,972.0,972.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,339.0,339.0,339.0
192,1,193,Country A,358.0,303.0,313.0,492.0,235.0,101.0,108.0,108.0,108.0,668.0,668.0,668.0,508.0,508.0,508.0,596.0,596.0,596.0,415.0,415.0,415.0,113.0,113.0,113.0,70.0,70.0,70.0,0.0,0.0,0.0,972.0,972.0,972.0,0.0,0.0,0.0,385.0,385.0,385.0,137.0,137.0,137.0
193,2,194,Country A,387.0,323.0,309.0,550.0,245.0,177.0,234.0,234.0,234.0,616.0,616.0,616.0,511.0,511.0,511.0,479.0,479.0,479.0,479.0,479.0,479.0,121.0,121.0,121.0,88.0,88.0,88.0,0.0,0.0,0.0,972.0,972.0,972.0,0.0,0.0,0.0,385.0,385.0,385.0,240.0,240.0,240.0
194,3,195,Country A,449.0,447.0,340.0,718.0,461.0,194.0,319.0,319.0,319.0,556.0,556.0,556.0,511.0,511.0,511.0,417.0,417.0,417.0,524.0,524.0,524.0,131.0,131.0,131.0,91.0,91.0,91.0,167.0,167.0,167.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,385.0,385.0,385.0,362.0,362.0,362.0
195,4,196,Country A,320.0,651.0,341.0,631.0,600.0,272.0,425.0,425.0,425.0,489.0,489.0,489.0,475.0,475.0,475.0,370.0,370.0,370.0,397.0,397.0,397.0,111.0,111.0,111.0,79.0,79.0,79.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,385.0,385.0,385.0,424.0,424.0,424.0
196,5,197,Country A,283.0,590.0,320.0,551.0,658.0,325.0,354.0,354.0,354.0,446.0,446.0,446.0,415.0,415.0,415.0,333.0,333.0,333.0,335.0,335.0,335.0,91.0,91.0,91.0,80.0,80.0,80.0,0.0,0.0,0.0,444.0,444.0,444.0,100.0,100.0,100.0,410.0,410.0,410.0,311.0,311.0,311.0
197,6,198,Country A,103.0,619.0,393.0,550.0,495.0,441.0,509.0,509.0,509.0,537.0,537.0,537.0,474.0,474.0,474.0,310.0,310.0,310.0,362.0,362.0,362.0,99.0,99.0,99.0,86.0,86.0,86.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,503.0,503.0,503.0
198,7,199,Country A,156.0,603.0,326.0,411.0,471.0,359.0,360.0,360.0,360.0,470.0,470.0,470.0,411.0,411.0,411.0,376.0,376.0,376.0,273.0,273.0,273.0,92.0,92.0,92.0,67.0,67.0,67.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,384.0,384.0,384.0
199,8,200,Country A,197.0,289.0,307.0,493.0,328.0,306.0,21.0,21.0,21.0,280.0,280.0,280.0,245.0,245.0,245.0,270.0,270.0,270.0,297.0,297.0,297.0,95.0,95.0,95.0,70.0,70.0,70.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,12.0,12.0,12.0
200,9,201,Country A,193.0,338.0,281.0,525.0,389.0,225.0,297.0,297.0,297.0,309.0,309.0,309.0,294.0,294.0,294.0,293.0,293.0,293.0,267.0,267.0,267.0,97.0,97.0,97.0,76.0,76.0,76.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,400.0,400.0,400.0
201,10,202,Country A,168.0,347.0,323.0,465.0,436.0,216.0,306.0,306.0,306.0,450.0,450.0,450.0,346.0,346.0,346.0,369.0,369.0,369.0,260.0,260.0,260.0,80.0,80.0,80.0,66.0,66.0,66.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,295.0,295.0,295.0
202,11,203,Country A,146.0,269.0,344.0,479.0,340.0,211.0,326.0,326.0,326.0,629.0,629.0,629.0,465.0,465.0,465.0,492.0,492.0,492.0,390.0,390.0,390.0,153.0,153.0,153.0,87.0,87.0,87.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,329.0,329.0,329.0
203,0,204,Country A,162.0,300.0,300.0,429.0,461.0,286.0,239.0,239.0,239.0,617.0,617.0,617.0,487.0,487.0,487.0,558.0,558.0,558.0,555.0,555.0,555.0,163.0,163.0,163.0,111.0,111.0,111.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,227.0,227.0,227.0
204,1,205,Country A,380.0,234.0,339.0,542.0,283.0,124.0,131.0,131.0,131.0,619.0,619.0,619.0,455.0,455.0,455.0,573.0,573.0,573.0,779.0,779.0,779.0,234.0,234.0,234.0,131.0,131.0,131.0,833.0,833.0,833.0,583.0,583.0,583.0,0.0,0.0,0.0,359.0,359.0,359.0,81.0,81.0,81.0
205,2,206,Country A,325.0,201.0,263.0,510.0,262.0,119.0,167.0,167.0,167.0,549.0,549.0,549.0,475.0,475.0,475.0,469.0,469.0,469.0,418.0,418.0,418.0,187.0,187.0,187.0,135.0,135.0,135.0,0.0,0.0,0.0,583.0,583.0,583.0,500.0,500.0,500.0,487.0,487.0,487.0,203.0,203.0,203.0
206,3,207,Country A,798.0,467.0,384.0,1000.0,457.0,250.0,394.0,394.0,394.0,665.0,665.0,665.0,528.0,528.0,528.0,523.0,523.0,523.0,938.0,938.0,938.0,324.0,324.0,324.0,207.0,207.0,207.0,167.0,167.0,167.0,611.0,611.0,611.0,0.0,0.0,0.0,487.0,487.0,487.0,365.0,365.0,365.0
207,4,208,Country A,474.0,591.0,332.0,731.0,476.0,295.0,327.0,327.0,327.0,576.0,576.0,576.0,443.0,443.0,443.0,465.0,465.0,465.0,670.0,670.0,670.0,219.0,219.0,219.0,182.0,182.0,182.0,0.0,0.0,0.0,556.0,556.0,556.0,100.0,100.0,100.0,513.0,513.0,513.0,333.0,333.0,333.0
208,5,209,Country A,426.0,625.0,413.0,721.0,531.0,420.0,385.0,385.0,385.0,464.0,464.0,464.0,387.0,387.0,387.0,376.0,376.0,376.0,668.0,668.0,668.0,220.0,220.0,220.0,196.0,196.0,196.0,0.0,0.0,0.0,556.0,556.0,556.0,0.0,0.0,0.0,513.0,513.0,513.0,384.0,384.0,384.0
209,6,210,Country A,363.0,482.0,338.0,653.0,495.0,325.0,452.0,452.0,452.0,517.0,517.0,517.0,484.0,484.0,484.0,392.0,392.0,392.0,607.0,607.0,607.0,204.0,204.0,204.0,193.0,193.0,193.0,333.0,333.0,333.0,611.0,611.0,611.0,0.0,0.0,0.0,513.0,513.0,513.0,485.0,485.0,485.0
210,7,211,Country A,478.0,642.0,370.0,689.0,406.0,352.0,398.0,398.0,398.0,620.0,620.0,620.0,429.0,429.0,429.0,517.0,517.0,517.0,655.0,655.0,655.0,241.0,241.0,241.0,287.0,287.0,287.0,0.0,0.0,0.0,611.0,611.0,611.0,0.0,0.0,0.0,513.0,513.0,513.0,389.0,389.0,389.0
211,8,212,Country A,334.0,306.0,367.0,649.0,317.0,289.0,26.0,26.0,26.0,353.0,353.0,353.0,257.0,257.0,257.0,367.0,367.0,367.0,580.0,580.0,580.0,190.0,190.0,190.0,206.0,206.0,206.0,0.0,0.0,0.0,611.0,611.0,611.0,0.0,0.0,0.0,513.0,513.0,513.0,73.71428571428571,420.5,0.0
212,9,213,Country A,277.0,324.0,283.0,565.0,387.0,190.0,414.0,414.0,414.0,478.0,478.0,478.0,419.0,419.0,419.0,415.0,415.0,415.0,494.0,494.0,494.0,180.0,180.0,180.0,156.0,156.0,156.0,0.0,0.0,0.0,611.0,611.0,611.0,100.0,100.0,100.0,538.0,538.0,538.0,452.0,452.0,452.0
213,10,214,Country A,285.0,381.0,330.0,534.0,416.0,235.0,301.0,301.0,301.0,608.0,608.0,608.0,445.0,445.0,445.0,555.0,555.0,555.0,487.0,487.0,487.0,183.0,183.0,183.0,176.0,176.0,176.0,167.0,167.0,167.0,639.0,639.0,639.0,0.0,0.0,0.0,538.0,538.0,538.0,300.0,300.0,300.0
214,11,215,Country A,256.0,357.0,307.0,521.0,340.0,237.0,377.0,377.0,377.0,740.0,740.0,740.0,553.0,553.0,553.0,639.0,639.0,639.0,480.0,480.0,480.0,173.0,173.0,173.0,164.0,164.0,164.0,0.0,0.0,0.0,639.0,639.0,639.0,100.0,100.0,100.0,564.0,564.0,564.0,436.0,436.0,436.0
215,0,216,Country A,244.0,312.0,224.0,466.0,397.0,355.0,252.0,252.0,252.0,685.0,685.0,685.0,578.0,578.0,578.0,635.0,635.0,635.0,502.0,502.0,502.0,155.0,155.0,155.0,203.0,203.0,203.0,0.0,0.0,0.0,639.0,639.0,639.0,100.0,100.0,100.0,590.0,590.0,590.0,193.0,193.0,193.0
216,1,217,Country A,344.0,303.0,296.0,552.0,247.0,140.0,307.0,307.0,307.0,816.0,816.0,816.0,659.0,659.0,659.0,667.0,667.0,667.0,517.0,517.0,517.0,211.0,211.0,211.0,185.0,185.0,185.0,0.0,0.0,0.0,639.0,639.0,639.0,0.0,0.0,0.0,590.0,590.0,590.0,233.0,233.0,233.0
217,2,218,Country A,441.0,331.0,247.0,533.0,247.0,172.0,328.0,328.0,328.0,808.0,808.0,808.0,741.0,741.0,741.0,564.0,564.0,564.0,580.0,580.0,580.0,225.0,225.0,225.0,232.0,232.0,232.0,167.0,167.0,167.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,439.0,439.0,439.0
218,3,219,Country A,555.0,662.0,316.0,827.0,461.0,244.0,437.0,437.0,437.0,718.0,718.0,718.0,711.0,711.0,711.0,461.0,461.0,461.0,841.0,841.0,841.0,253.0,253.0,253.0,241.0,241.0,241.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,449.0,449.0,449.0
219,4,220,Country A,459.0,865.0,360.0,884.0,397.0,372.0,467.0,467.0,467.0,562.0,562.0,562.0,581.0,581.0,581.0,374.0,374.0,374.0,802.0,802.0,802.0,232.0,232.0,232.0,252.0,252.0,252.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,430.0,430.0,430.0
220,5,221,Country A,236.0,728.0,361.0,655.0,512.0,476.0,705.0,705.0,705.0,698.0,698.0,698.0,746.0,746.0,746.0,455.0,455.0,455.0,503.0,503.0,503.0,166.0,166.0,166.0,202.0,202.0,202.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,727.0,727.0,727.0
221,6,222,Country A,185.0,1000.0,375.0,602.0,474.0,501.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,794.0,794.0,794.0,471.0,471.0,471.0,162.0,162.0,162.0,180.0,180.0,180.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,1000.0,1000.0,1000.0
222,7,223,Country A,185.0,947.0,433.0,604.0,444.0,792.0,229.0,229.0,229.0,856.0,856.0,856.0,645.0,645.0,645.0,700.0,700.0,700.0,464.0,464.0,464.0,160.0,160.0,160.0,191.0,191.0,191.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,590.0,590.0,590.0,296.0,296.0,296.0
223,8,224,Country A,96.0,498.0,344.0,595.0,290.0,454.0,2.0,2.0,2.0,441.0,441.0,441.0,329.0,329.0,329.0,493.0,493.0,493.0,462.0,462.0,462.0,147.0,147.0,147.0,182.0,182.0,182.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,128.0,128.0,128.0,73.71428571428571,254.66666666666666,0.0
224,9,225,Country A,123.0,151.0,314.0,474.0,315.0,277.0,9.0,9.0,9.0,345.0,345.0,345.0,240.0,240.0,240.0,377.0,377.0,377.0,358.0,358.0,358.0,121.0,121.0,121.0,169.0,169.0,169.0,0.0,0.0,0.0,667.0,667.0,667.0,200.0,200.0,200.0,179.0,179.0,179.0,319.73333333333335,213.33333333333331,0.0
225,10,226,Country A,129.0,94.0,326.0,467.0,307.0,233.0,99.0,99.0,99.0,367.0,367.0,367.0,332.0,332.0,332.0,414.0,414.0,414.0,346.0,346.0,346.0,150.0,150.0,150.0,154.0,154.0,154.0,0.0,0.0,0.0,667.0,667.0,667.0,0.0,0.0,0.0,179.0,179.0,179.0,172.0,172.0,172.0
226,11,227,Country A,172.0,214.0,351.0,462.0,334.0,232.0,100.0,100.0,100.0,530.0,530.0,530.0,388.0,388.0,388.0,510.0,510.0,510.0,394.0,394.0,394.0,155.0,155.0,155.0,171.0,171.0,171.0,333.0,333.0,333.0,306.0,306.0,306.0,0.0,0.0,0.0,179.0,179.0,179.0,235.0,235.0,235.0
227,0,228,Country A,266.0,236.0,233.0,421.0,262.0,406.0,120.0,120.0,120.0,421.0,421.0,421.0,344.0,344.0,344.0,409.0,409.0,409.0,381.0,381.0,381.0,146.0,146.0,146.0,152.0,152.0,152.0,0.0,0.0,0.0,306.0,306.0,306.0,0.0,0.0,0.0,179.0,179.0,179.0,120.0,120.0,120.0
228,1,229,Country A,380.0,120.0,346.0,633.0,216.0,134.0,108.0,108.0,108.0,479.0,479.0,479.0,364.0,364.0,364.0,449.0,449.0,449.0,419.0,419.0,419.0,196.0,196.0,196.0,132.0,132.0,132.0,333.0,333.0,333.0,333.0,333.0,333.0,0.0,0.0,0.0,179.0,179.0,179.0,124.0,124.0,124.0
229,2,230,Country A,350.0,136.0,256.0,544.0,239.0,179.0,93.0,93.0,93.0,585.0,585.0,585.0,498.0,498.0,498.0,575.0,575.0,575.0,439.0,439.0,439.0,190.0,190.0,190.0,154.0,154.0,154.0,0.0,0.0,0.0,333.0,333.0,333.0,200.0,200.0,200.0,231.0,231.0,231.0,230.0,230.0,230.0
230,3,231,Country A,408.0,308.0,361.0,664.0,332.0,271.0,40.0,40.0,40.0,477.0,477.0,477.0,456.0,456.0,456.0,562.0,562.0,562.0,506.0,506.0,506.0,197.0,197.0,197.0,202.0,202.0,202.0,0.0,0.0,0.0,333.0,333.0,333.0,0.0,0.0,0.0,231.0,231.0,231.0,232.0,232.0,232.0
231,4,232,Country A,397.0,405.0,338.0,809.0,362.0,318.0,22.0,22.0,22.0,417.0,417.0,417.0,383.0,383.0,383.0,381.0,381.0,381.0,622.0,622.0,622.0,193.0,193.0,193.0,251.0,251.0,251.0,0.0,0.0,0.0,333.0,333.0,333.0,100.0,100.0,100.0,256.0,256.0,256.0,276.0,276.0,276.0
232,5,233,Country A,486.0,575.0,443.0,771.0,624.0,406.0,27.0,27.0,27.0,418.0,418.0,418.0,401.0,401.0,401.0,321.0,321.0,321.0,771.0,771.0,771.0,202.0,202.0,202.0,256.0,256.0,256.0,167.0,167.0,167.0,361.0,361.0,361.0,0.0,0.0,0.0,256.0,256.0,256.0,425.0,425.0,425.0
233,6,234,Country A,260.0,444.0,409.0,630.0,660.0,416.0,9.0,9.0,9.0,263.0,263.0,263.0,299.0,299.0,299.0,227.0,227.0,227.0,511.0,511.0,511.0,153.0,153.0,153.0,190.0,190.0,190.0,0.0,0.0,0.0,333.0,333.0,333.0,100.0,100.0,100.0,282.0,282.0,282.0,166.0,166.0,166.0
234,7,235,Country A,237.0,506.0,492.0,736.0,569.0,380.0,18.0,18.0,18.0,403.0,403.0,403.0,467.0,467.0,467.0,264.0,264.0,264.0,567.0,567.0,567.0,191.0,191.0,191.0,217.0,217.0,217.0,333.0,333.0,333.0,361.0,361.0,361.0,0.0,0.0,0.0,154.0,154.0,154.0,570.0,570.0,570.0
235,8,236,Country A,260.0,502.0,366.0,635.0,440.0,384.0,10.0,10.0,10.0,288.0,288.0,288.0,315.0,315.0,315.0,212.0,212.0,212.0,540.0,540.0,540.0,180.0,180.0,180.0,197.0,197.0,197.0,0.0,0.0,0.0,361.0,361.0,361.0,200.0,200.0,200.0,205.0,205.0,205.0,200.0,200.0,200.0
236,9,237,Country A,214.0,510.0,393.0,597.0,493.0,292.0,85.0,85.0,85.0,451.0,451.0,451.0,439.0,439.0,439.0,377.0,377.0,377.0,482.0,482.0,482.0,165.0,165.0,165.0,191.0,191.0,191.0,333.0,333.0,333.0,417.0,417.0,417.0,0.0,0.0,0.0,205.0,205.0,205.0,479.0,479.0,479.0
237,10,238,Country A,202.0,483.0,375.0,561.0,520.0,323.0,199.0,199.0,199.0,644.0,644.0,644.0,584.0,584.0,584.0,667.0,667.0,667.0,468.0,468.0,468.0,161.0,161.0,161.0,202.0,202.0,202.0,0.0,0.0,0.0,417.0,417.0,417.0,200.0,200.0,200.0,256.0,256.0,256.0,603.0,603.0,603.0
238,11,239,Country A,256.0,419.0,348.0,513.0,459.0,277.0,317.0,317.0,317.0,830.0,830.0,830.0,756.0,756.0,756.0,927.0,927.0,927.0,464.0,464.0,464.0,168.0,168.0,168.0,267.0,267.0,267.0,0.0,0.0,0.0,278.0,278.0,278.0,200.0,200.0,200.0,308.0,308.0,308.0,400.0,400.0,400.0
239,0,240,Country A,219.0,329.0,300.0,458.0,452.0,397.0,207.0,207.0,207.0,929.0,929.0,929.0,763.0,763.0,763.0,944.0,944.0,944.0,496.0,496.0,496.0,131.0,131.0,131.0,325.0,325.0,325.0,0.0,0.0,0.0,278.0,278.0,278.0,0.0,0.0,0.0,282.0,282.0,282.0,225.0,225.0,225.0
240,1,241,Country A,269.0,276.0,373.0,492.0,347.0,175.0,184.0,184.0,184.0,877.0,877.0,877.0,750.0,750.0,750.0,918.0,918.0,918.0,474.0,474.0,474.0,212.0,212.0,212.0,174.0,174.0,174.0,0.0,0.0,0.0,278.0,278.0,278.0,0.0,0.0,0.0,256.0,256.0,256.0,170.0,170.0,170.0
241,2,242,Country A,249.0,239.0,291.0,508.0,359.0,170.0,272.0,272.0,272.0,893.0,893.0,893.0,840.0,840.0,840.0,854.0,854.0,854.0,466.0,466.0,466.0,180.0,180.0,180.0,182.0,182.0,182.0,0.0,0.0,0.0,278.0,278.0,278.0,0.0,0.0,0.0,256.0,256.0,256.0,282.0,282.0,282.0
242,3,243,Country A,489.0,393.0,363.0,753.0,503.0,293.0,159.0,159.0,159.0,822.0,822.0,822.0,731.0,731.0,731.0,822.0,822.0,822.0,703.0,703.0,703.0,223.0,223.0,223.0,225.0,225.0,225.0,333.0,333.0,333.0,306.0,306.0,306.0,0.0,0.0,0.0,256.0,256.0,256.0,307.0,307.0,307.0
243,4,244,Country A,243.0,331.0,276.0,563.0,507.0,189.0,2.0,2.0,2.0,626.0,626.0,626.0,521.0,521.0,521.0,628.0,628.0,628.0,431.0,431.0,431.0,158.0,158.0,158.0,154.0,154.0,154.0,0.0,0.0,0.0,278.0,278.0,278.0,0.0,0.0,0.0,256.0,256.0,256.0,194.0,194.0,194.0
244,5,245,Country A,351.0,400.0,472.0,779.0,638.0,316.0,191.0,191.0,191.0,547.0,547.0,547.0,437.0,437.0,437.0,446.0,446.0,446.0,663.0,663.0,663.0,245.0,245.0,245.0,263.0,263.0,263.0,333.0,333.0,333.0,333.0,333.0,333.0,0.0,0.0,0.0,256.0,256.0,256.0,192.0,192.0,192.0
245,6,246,Country A,536.0,447.0,531.0,926.0,649.0,398.0,285.0,285.0,285.0,427.0,427.0,427.0,406.0,406.0,406.0,193.0,193.0,193.0,863.0,863.0,863.0,265.0,265.0,265.0,311.0,311.0,311.0,167.0,167.0,167.0,361.0,361.0,361.0,0.0,0.0,0.0,256.0,256.0,256.0,8.0,8.0,8.0
246,7,247,Country A,371.0,594.0,555.0,931.0,613.0,454.0,249.0,249.0,249.0,290.0,290.0,290.0,249.0,249.0,249.0,156.0,156.0,156.0,765.0,765.0,765.0,251.0,251.0,251.0,252.0,252.0,252.0,333.0,333.0,333.0,417.0,417.0,417.0,200.0,200.0,200.0,308.0,308.0,308.0,177.0,177.0,177.0
247,8,248,Country A,304.0,240.0,461.0,745.0,442.0,366.0,15.0,15.0,15.0,124.0,124.0,124.0,109.0,109.0,109.0,91.0,91.0,91.0,611.0,611.0,611.0,199.0,199.0,199.0,196.0,196.0,196.0,0.0,0.0,0.0,417.0,417.0,417.0,0.0,0.0,0.0,308.0,308.0,308.0,9.0,9.0,9.0
248,9,249,Country A,287.0,188.0,424.0,732.0,488.0,279.0,234.0,234.0,234.0,150.0,150.0,150.0,198.0,198.0,198.0,73.0,73.0,73.0,595.0,595.0,595.0,210.0,210.0,210.0,215.0,215.0,215.0,0.0,0.0,0.0,417.0,417.0,417.0,100.0,100.0,100.0,333.0,333.0,333.0,243.0,243.0,243.0
249,10,250,Country A,307.0,462.0,442.0,683.0,490.0,344.0,393.0,393.0,393.0,219.0,219.0,219.0,254.0,254.0,254.0,111.0,111.0,111.0,603.0,603.0,603.0,228.0,228.0,228.0,443.0,443.0,443.0,0.0,0.0,0.0,417.0,417.0,417.0,200.0,200.0,200.0,385.0,385.0,385.0,467.0,467.0,467.0
