,month_normalized,month,countryname,sales_actuals_monthly__vehiclegroup01__orderintake,sales_actuals_monthly__vehiclegroup01__retail,customer_vehicle_relationships__vehiclegroup01__terminated_cars,customer_vehicle_relationships__vehiclegroup01__active_cars,leasing_contracts__vehiclegroup01__end,leasing_contracts__vehiclegroup01__start,sales_flow_monthly__vehiclegroup01__cp8_meanbymonth,sales_flow_monthly__vehiclegroup01__cp8_interpolated_linear,sales_flow_monthly__vehiclegroup01__cp8_fill_zero,sales_stock_monthly__vehiclegroup01__physical_meanbymonth,sales_stock_monthly__vehiclegroup01__physical_interpolated_linear,sales_stock_monthly__vehiclegroup01__physical_fill_zero,sales_stock_monthly__vehiclegroup01__grossall_meanbymonth,sales_stock_monthly__vehiclegroup01__grossall_interpolated_linear,sales_stock_monthly__vehiclegroup01__grossall_fill_zero,sales_stock_monthly__vehiclegroup01__netimporteranddealer_meanbymonth,sales_stock_monthly__vehiclegroup01__netimporteranddealer_interpolated_linear,sales_stock_monthly__vehiclegroup01__netimporteranddealer_fill_zero,leads__vehiclegroup01__won_meanbymonth,leads__vehiclegroup01__won_interpolated_linear,leads__vehiclegroup01__won_fill_zero,leads__vehiclegroup01__first_touch_point_meanbymonth,leads__vehiclegroup01__first_touch_point_interpolated_linear,leads__vehiclegroup01__first_touch_point_fill_zero,leads__vehiclegroup01__lost_meanbymonth,leads__vehiclegroup01__lost_interpolated_linear,leads__vehiclegroup01__lost_fill_zero,premises__vehiclegroup01__flag_order_start_meanbymonth,premises__vehiclegroup01__flag_order_start_interpolated_linear,premises__vehiclegroup01__flag_order_start_fill_zero,premises__vehiclegroup01__in_sales_meanbymonth,premises__vehiclegroup01__in_sales_interpolated_linear,premises__vehiclegroup01__in_sales_fill_zero,premises__vehiclegroup01__flag_production_start_meanbymonth,premises__vehiclegroup01__flag_production_start_interpolated_linear,premises__vehiclegroup01__flag_production_start_fill_zero,premises__vehiclegroup01__in_production_meanbymonth,premises__vehiclegroup01__in_production_interpolated_linear,premises__vehiclegroup01__in_production_fill_zero,quota__vehiclegroup01__aq_meanbymonth,quota__vehiclegroup01__aq_interpolated_linear,quota__vehiclegroup01__aq_fill_zero
108,1,109,Country A,202.0,186.0,157.0,241.0,273.0,156.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,105.0,105.0,105.0,65.0,65.0,65.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,182.0,182.0,182.0
109,2,110,Country A,199.0,187.0,160.0,244.0,195.0,158.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,114.0,114.0,114.0,158.0,158.0,158.0,29.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,225.0,225.0,225.0
110,3,111,Country A,294.0,438.0,214.0,331.0,397.0,270.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,141.0,141.0,141.0,74.0,74.0,74.0,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,393.0,393.0,393.0
111,4,112,Country A,348.0,626.0,265.0,363.0,493.0,531.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,118.0,118.0,118.0,68.0,68.0,68.0,131.0,131.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,359.0,359.0,359.0,337.0,337.0,337.0
112,5,113,Country A,348.0,575.0,180.0,389.0,499.0,541.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,44.0,44.0,44.0,41.0,41.0,41.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,414.0,414.0,414.0
113,6,114,Country A,217.0,417.0,249.0,292.0,474.0,647.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,64.0,64.0,64.0,40.0,40.0,40.0,39.0,39.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,194.0,194.0,194.0
114,7,115,Country A,212.0,651.0,284.0,425.0,687.0,1000.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,179.0,179.0,179.0,47.0,47.0,47.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,513.0,513.0,513.0
115,8,116,Country A,173.0,129.0,187.0,285.0,271.0,237.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,116.0,116.0,116.0,52.0,52.0,52.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.0,282.0,282.0,22.0,22.0,22.0
116,9,117,Country A,270.0,135.0,172.0,312.0,304.0,314.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,183.0,183.0,183.0,68.0,68.0,68.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,359.0,359.0,359.0,272.0,272.0,272.0
117,10,118,Country A,196.0,167.0,184.0,308.0,370.0,362.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,309.0,309.0,309.0,87.0,87.0,87.0,245.0,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,306.0,306.0,306.0
118,11,119,Country A,215.0,180.0,185.0,323.0,421.0,295.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,330.0,330.0,330.0,171.0,171.0,171.0,347.0,347.0,347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,359.0,359.0,224.0,224.0,224.0
119,0,120,Country A,236.0,296.0,187.0,307.0,476.0,405.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,232.0,232.0,232.0,52.0,52.0,52.0,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,410.0,410.0,410.0,125.0,125.0,125.0
120,1,121,Country A,168.0,87.0,154.0,214.0,283.0,412.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,185.0,185.0,185.0,50.0,50.0,50.0,124.0,124.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,410.0,410.0,148.0,148.0,148.0
121,2,122,Country A,205.0,107.0,149.0,249.0,256.0,149.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,203.0,203.0,203.0,55.0,55.0,55.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,410.0,410.0,171.0,171.0,171.0
122,3,123,Country A,271.0,355.0,223.0,399.0,488.0,272.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,206.0,206.0,206.0,46.0,46.0,46.0,84.0,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,410.0,410.0,308.0,308.0,308.0
123,4,124,Country A,309.0,484.0,217.0,417.0,518.0,339.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,223.0,223.0,223.0,57.0,57.0,57.0,128.0,128.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,462.0,462.0,462.0,305.0,305.0,305.0
124,5,125,Country A,223.0,362.0,190.0,345.0,545.0,300.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,223.0,223.0,223.0,52.0,52.0,52.0,125.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,462.0,462.0,259.0,259.0,259.0
125,6,126,Country A,202.0,323.0,218.0,301.0,493.0,377.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,231.0,231.0,231.0,52.0,52.0,52.0,182.0,182.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,462.0,462.0,253.0,253.0,253.0
126,7,127,Country A,284.0,538.0,248.0,336.0,598.0,507.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,233.0,233.0,233.0,51.0,51.0,51.0,118.0,118.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,462.0,462.0,462.0,310.0,310.0,310.0
127,8,128,Country A,177.0,87.0,212.0,296.0,222.0,122.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,169.0,169.0,169.0,54.0,54.0,54.0,142.0,142.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,462.0,462.0,40.0,40.0,40.0
128,9,129,Country A,224.0,163.0,205.0,249.0,402.0,124.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,177.0,177.0,177.0,68.0,68.0,68.0,75.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,462.0,462.0,131.0,131.0,131.0
129,10,130,Country A,240.0,184.0,208.0,244.0,378.0,196.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,192.0,192.0,192.0,63.0,63.0,63.0,72.0,72.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,513.0,513.0,513.0,154.0,154.0,154.0
130,11,131,Country A,217.0,197.0,181.0,246.0,366.0,208.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,214.0,214.0,214.0,69.0,69.0,69.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,538.0,538.0,538.0,205.0,205.0,205.0
131,0,132,Country A,186.0,235.0,179.0,195.0,378.0,219.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,233.0,233.0,233.0,64.0,64.0,64.0,107.0,107.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,538.0,538.0,154.0,154.0,154.0
132,1,133,Country A,166.0,175.0,208.0,212.0,364.0,116.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,284.0,284.0,284.0,90.0,90.0,90.0,102.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,513.0,513.0,513.0,115.0,115.0,115.0
133,2,134,Country A,341.0,168.0,236.0,299.0,307.0,120.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,364.0,364.0,364.0,93.0,93.0,93.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,538.0,538.0,538.0,339.0,339.0,339.0
134,3,135,Country A,382.0,312.0,289.0,371.0,501.0,184.0,273.8,2.0,0.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,440.0,440.0,440.0,106.0,106.0,106.0,114.0,114.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,538.0,538.0,253.0,253.0,253.0
135,4,136,Country A,301.0,377.0,237.0,330.0,615.0,247.0,270.1,2.0,0.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,341.0,341.0,341.0,86.0,86.0,86.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,513.0,513.0,246.0,246.0,246.0
136,5,137,Country A,306.0,399.0,258.0,287.0,579.0,251.0,268.4,2.0,0.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,334.0,334.0,334.0,88.0,88.0,88.0,104.0,104.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,564.0,564.0,564.0,257.0,257.0,257.0
137,6,138,Country A,217.0,355.0,234.0,265.0,531.0,247.0,352.8,2.0,0.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,230.0,230.0,230.0,66.0,66.0,66.0,86.0,86.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,641.0,641.0,641.0,280.0,280.0,280.0
138,7,139,Country A,143.0,337.0,225.0,231.0,649.0,274.0,268.22222222222223,2.0,0.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,220.0,220.0,220.0,67.0,67.0,67.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,641.0,641.0,641.0,293.0,293.0,293.0
139,8,140,Country A,168.0,182.0,225.0,255.0,345.0,204.0,24.666666666666668,2.0,0.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,200.0,200.0,200.0,71.0,71.0,71.0,55.0,55.0,55.0,167.0,167.0,167.0,28.0,28.0,28.0,0.0,0.0,0.0,641.0,641.0,641.0,140.0,140.0,140.0
140,9,141,Country A,236.0,276.0,189.0,271.0,421.0,155.0,226.0,2.0,0.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,270.0,270.0,270.0,113.0,113.0,113.0,53.0,53.0,53.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,641.0,641.0,641.0,252.0,252.0,252.0
141,10,142,Country A,204.0,175.0,197.0,242.0,474.0,126.0,240.77777777777777,2.0,0.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,241.0,241.0,241.0,87.0,87.0,87.0,59.0,59.0,59.0,0.0,0.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,641.0,641.0,641.0,246.0,246.0,246.0
142,11,143,Country A,244.0,120.0,196.0,288.0,448.0,145.0,286.6666666666667,2.0,0.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,238.0,238.0,238.0,74.0,74.0,74.0,41.0,41.0,41.0,500.0,500.0,500.0,111.0,111.0,111.0,300.0,300.0,300.0,513.0,513.0,513.0,243.0,243.0,243.0
143,0,144,Country A,350.0,148.0,165.0,377.0,429.0,218.0,243.11111111111111,2.0,0.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,493.0,493.0,493.0,113.0,113.0,113.0,62.0,62.0,62.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,513.0,513.0,513.0,135.0,135.0,135.0
144,1,145,Country A,361.0,150.0,234.0,367.0,378.0,68.0,175.88888888888889,2.0,0.0,495.0,0.0,0.0,537.7777777777778,626.0,0.0,643.1111111111111,848.0,0.0,402.0,402.0,402.0,126.0,126.0,126.0,67.0,67.0,67.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,513.0,513.0,513.0,170.0,170.0,170.0
145,2,146,Country A,320.0,199.0,201.0,268.0,281.0,95.0,245.88888888888889,2.0,0.0,513.0,0.0,0.0,615.1111111111111,626.0,0.0,593.4444444444445,848.0,0.0,368.0,368.0,368.0,116.0,116.0,116.0,73.0,73.0,73.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,359.0,359.0,359.0
146,3,147,Country A,368.0,417.0,265.0,419.0,600.0,179.0,2.0,2.0,2.0,473.77777777777777,0.0,0.0,580.3333333333334,626.0,0.0,513.8888888888889,848.0,0.0,407.0,407.0,407.0,109.0,109.0,109.0,74.0,74.0,74.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,334.0,334.0,334.0
147,4,148,Country A,300.0,538.0,294.0,597.0,681.0,251.0,2.0,2.0,2.0,420.44444444444446,0.0,0.0,506.55555555555554,626.0,0.0,437.22222222222223,848.0,0.0,327.0,327.0,327.0,83.0,83.0,83.0,63.0,63.0,63.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,235.0,235.0,235.0
148,5,149,Country A,257.0,435.0,327.0,379.0,770.0,261.0,4.0,4.0,4.0,372.55555555555554,0.0,0.0,431.6666666666667,626.0,0.0,371.0,848.0,0.0,307.0,307.0,307.0,92.0,92.0,92.0,84.0,84.0,84.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,276.0,276.0,276.0
149,6,150,Country A,160.0,393.0,263.0,353.0,662.0,303.0,6.0,6.0,6.0,389.44444444444446,0.0,0.0,468.0,626.0,0.0,376.0,848.0,0.0,247.0,247.0,247.0,79.0,79.0,79.0,66.0,66.0,66.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,242.0,242.0,242.0
150,7,151,Country A,171.0,336.0,276.0,382.0,1000.0,304.0,15.0,15.0,15.0,412.25,0.0,0.0,452.375,626.0,0.0,467.375,848.0,0.0,286.0,286.0,286.0,107.0,107.0,107.0,78.0,78.0,78.0,0.0,0.0,0.0,111.0,111.0,111.0,0.0,0.0,0.0,487.0,487.0,487.0,246.0,246.0,246.0
151,8,152,Country A,202.0,188.0,249.0,377.0,393.0,284.0,17.0,17.0,17.0,238.5,0.0,0.0,287.75,626.0,0.0,361.875,848.0,0.0,279.0,279.0,279.0,102.0,102.0,102.0,73.0,73.0,73.0,667.0,667.0,667.0,222.0,222.0,222.0,400.0,400.0,400.0,385.0,385.0,385.0,91.0,91.0,91.0
152,9,153,Country A,305.0,219.0,243.0,369.0,524.0,216.0,49.0,49.0,49.0,272.5,0.0,0.0,361.0,626.0,0.0,384.5,848.0,0.0,361.0,361.0,361.0,117.0,117.0,117.0,72.0,72.0,72.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,385.0,385.0,385.0,263.0,263.0,263.0
153,10,154,Country A,251.0,175.0,239.0,350.0,448.0,225.0,131.0,131.0,131.0,373.75,0.0,0.0,414.625,626.0,0.0,476.375,848.0,0.0,315.0,315.0,315.0,130.0,130.0,130.0,86.0,86.0,86.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,385.0,385.0,385.0,383.0,383.0,383.0
154,11,155,Country A,299.0,173.0,212.0,458.0,562.0,194.0,167.0,167.0,167.0,506.375,0.0,0.0,521.125,626.0,0.0,599.0,848.0,0.0,391.0,391.0,391.0,150.0,150.0,150.0,108.0,108.0,108.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,231.0,231.0,231.0,268.0,268.0,268.0
155,0,156,Country A,271.0,292.0,197.0,463.0,706.0,422.0,229.0,229.0,229.0,550.375,0.0,0.0,529.375,626.0,0.0,588.5,848.0,0.0,327.0,327.0,327.0,111.0,111.0,111.0,91.0,91.0,91.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,231.0,231.0,231.0,344.0,344.0,344.0
156,1,157,Country A,213.0,179.0,309.0,469.0,319.0,148.0,183.0,183.0,183.0,0.0,0.0,0.0,626.0,626.0,626.0,848.0,848.0,848.0,384.0,384.0,384.0,112.0,112.0,112.0,151.0,151.0,151.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,231.0,231.0,231.0,179.0,179.0,179.0
157,2,158,Country A,177.0,164.0,234.0,326.0,262.0,140.0,211.0,211.0,211.0,0.0,0.0,0.0,680.0,680.0,680.0,779.0,779.0,779.0,335.0,335.0,335.0,97.0,97.0,97.0,145.0,145.0,145.0,0.0,0.0,0.0,222.0,222.0,222.0,0.0,0.0,0.0,205.0,205.0,205.0,253.0,253.0,253.0
158,3,159,Country A,362.0,445.0,274.0,422.0,539.0,229.0,329.0,329.0,329.0,0.0,0.0,0.0,655.0,655.0,655.0,658.0,658.0,658.0,454.0,454.0,454.0,126.0,126.0,126.0,150.0,150.0,150.0,167.0,167.0,167.0,250.0,250.0,250.0,0.0,0.0,0.0,205.0,205.0,205.0,311.0,311.0,311.0
159,4,160,Country A,280.0,635.0,365.0,651.0,560.0,437.0,417.0,417.0,417.0,0.0,0.0,0.0,569.0,569.0,569.0,552.0,552.0,552.0,384.0,384.0,384.0,107.0,107.0,107.0,138.0,138.0,138.0,0.0,0.0,0.0,250.0,250.0,250.0,0.0,0.0,0.0,205.0,205.0,205.0,416.0,416.0,416.0
160,5,161,Country A,347.0,584.0,332.0,571.0,505.0,416.0,245.0,245.0,245.0,0.0,0.0,0.0,359.0,359.0,359.0,422.0,422.0,422.0,426.0,426.0,426.0,134.0,134.0,134.0,162.0,162.0,162.0,333.0,333.0,333.0,306.0,306.0,306.0,0.0,0.0,0.0,205.0,205.0,205.0,224.0,224.0,224.0
161,6,162,Country A,307.0,301.0,324.0,538.0,480.0,430.0,289.0,289.0,289.0,0.0,0.0,0.0,363.0,363.0,363.0,459.0,459.0,459.0,404.0,404.0,404.0,128.0,128.0,128.0,170.0,170.0,170.0,167.0,167.0,167.0,333.0,333.0,333.0,200.0,200.0,200.0,256.0,256.0,256.0,303.0,303.0,303.0
162,7,163,Country A,287.0,287.0,307.0,492.0,512.0,309.0,293.0,293.0,293.0,0.0,0.0,0.0,397.0,397.0,397.0,592.0,592.0,592.0,436.0,436.0,436.0,116.0,116.0,116.0,124.0,124.0,124.0,0.0,0.0,0.0,333.0,333.0,333.0,200.0,200.0,200.0,308.0,308.0,308.0,305.0,305.0,305.0
163,8,164,Country A,239.0,136.0,245.0,439.0,260.0,229.0,79.0,79.0,79.0,0.0,0.0,0.0,379.0,379.0,379.0,586.0,586.0,586.0,364.0,364.0,364.0,125.0,125.0,125.0,122.0,122.0,122.0,0.0,0.0,0.0,333.0,333.0,333.0,0.0,0.0,0.0,308.0,308.0,308.0,125.0,125.0,125.0
164,9,165,Country A,336.0,197.0,255.0,473.0,285.0,208.0,279.0,279.0,279.0,0.0,0.0,0.0,451.0,451.0,451.0,597.0,597.0,597.0,400.0,400.0,400.0,132.0,132.0,132.0,140.0,140.0,140.0,333.0,333.0,333.0,389.0,389.0,389.0,0.0,0.0,0.0,308.0,308.0,308.0,337.0,337.0,337.0
165,10,166,Country A,301.0,293.0,239.0,411.0,381.0,257.0,173.0,173.0,173.0,0.0,0.0,0.0,473.0,473.0,473.0,638.0,638.0,638.0,400.0,400.0,400.0,130.0,130.0,130.0,133.0,133.0,133.0,0.0,0.0,0.0,389.0,389.0,389.0,200.0,200.0,200.0,359.0,359.0,359.0,233.0,233.0,233.0
166,11,167,Country A,257.0,282.0,237.0,436.0,321.0,228.0,287.0,287.0,287.0,0.0,0.0,0.0,549.0,549.0,549.0,644.0,644.0,644.0,352.0,352.0,352.0,114.0,114.0,114.0,125.0,125.0,125.0,0.0,0.0,0.0,389.0,389.0,389.0,200.0,200.0,200.0,410.0,410.0,410.0,328.0,328.0,328.0
167,0,168,Country A,253.0,400.0,243.0,423.0,387.0,462.0,257.0,257.0,257.0,0.0,0.0,0.0,524.0,524.0,524.0,628.0,628.0,628.0,384.0,384.0,384.0,82.0,82.0,82.0,99.0,99.0,99.0,0.0,0.0,0.0,389.0,389.0,389.0,0.0,0.0,0.0,410.0,410.0,410.0,253.0,253.0,253.0
168,1,169,Country A,323.0,272.0,283.0,466.0,195.0,158.0,197.0,197.0,197.0,0.0,0.0,0.0,526.0,526.0,526.0,558.0,558.0,558.0,439.0,439.0,439.0,137.0,137.0,137.0,337.0,337.0,337.0,333.0,333.0,333.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,180.0,180.0,180.0
169,2,170,Country A,287.0,272.0,256.0,395.0,192.0,151.0,262.0,262.0,262.0,0.0,0.0,0.0,590.0,590.0,590.0,480.0,480.0,480.0,428.0,428.0,428.0,126.0,126.0,126.0,141.0,141.0,141.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,285.0,285.0,285.0
170,3,171,Country A,343.0,484.0,313.0,544.0,412.0,250.0,321.0,321.0,321.0,0.0,0.0,0.0,567.0,567.0,567.0,438.0,438.0,438.0,423.0,423.0,423.0,114.0,114.0,114.0,129.0,129.0,129.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,319.0,319.0,319.0
171,4,172,Country A,240.0,518.0,279.0,543.0,345.0,335.0,289.0,289.0,289.0,0.0,0.0,0.0,497.0,497.0,497.0,432.0,432.0,432.0,366.0,366.0,366.0,100.0,100.0,100.0,125.0,125.0,125.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,282.0,282.0,282.0
172,5,173,Country A,200.0,472.0,272.0,528.0,368.0,356.0,194.0,194.0,194.0,0.0,0.0,0.0,403.0,403.0,403.0,388.0,388.0,388.0,351.0,351.0,351.0,109.0,109.0,109.0,124.0,124.0,124.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,285.0,285.0,285.0
173,6,174,Country A,196.0,453.0,284.0,391.0,393.0,318.0,212.0,212.0,212.0,0.0,0.0,0.0,345.0,345.0,345.0,388.0,388.0,388.0,310.0,310.0,310.0,90.0,90.0,90.0,115.0,115.0,115.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,410.0,410.0,410.0,307.0,307.0,307.0
174,7,175,Country A,202.0,433.0,304.0,451.0,330.0,377.0,378.0,378.0,378.0,0.0,0.0,0.0,474.0,474.0,474.0,548.0,548.0,548.0,335.0,335.0,335.0,98.0,98.0,98.0,105.0,105.0,105.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,385.0,385.0,385.0,412.0,412.0,412.0
175,8,176,Country A,199.0,292.0,252.0,356.0,184.0,268.0,43.0,43.0,43.0,0.0,0.0,0.0,329.0,329.0,329.0,448.0,448.0,448.0,310.0,310.0,310.0,100.0,100.0,100.0,110.0,110.0,110.0,0.0,0.0,0.0,444.0,444.0,444.0,0.0,0.0,0.0,385.0,385.0,385.0,38.0,38.0,38.0
176,9,177,Country A,283.0,304.0,267.0,341.0,249.0,175.0,330.0,330.0,330.0,0.0,0.0,0.0,442.0,442.0,442.0,588.0,588.0,588.0,341.0,341.0,341.0,98.0,98.0,98.0,102.0,102.0,102.0,0.0,0.0,0.0,417.0,417.0,417.0,0.0,0.0,0.0,385.0,385.0,385.0,340.0,340.0,340.0
177,10,178,Country A,191.0,306.0,277.0,489.0,338.0,239.0,316.0,316.0,316.0,283.0,283.0,283.0,529.0,529.0,529.0,752.0,752.0,752.0,351.0,351.0,351.0,109.0,109.0,109.0,99.0,99.0,99.0,667.0,667.0,667.0,528.0,528.0,528.0,400.0,400.0,400.0,487.0,487.0,487.0,299.0,299.0,299.0
